path,label,length
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos012_x264__0.npy,Normal,146
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos012_x264__1.npy,Normal,146
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos012_x264__2.npy,Normal,146
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos012_x264__3.npy,Normal,146
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos012_x264__4.npy,Normal,146
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos012_x264__5.npy,Normal,146
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos012_x264__6.npy,Normal,146
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos012_x264__7.npy,Normal,146
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos012_x264__8.npy,Normal,146
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos012_x264__9.npy,Normal,146
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos013_x264__0.npy,Normal,75
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos013_x264__1.npy,Normal,75
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos013_x264__2.npy,Normal,75
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos013_x264__3.npy,Normal,75
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos013_x264__4.npy,Normal,75
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos013_x264__5.npy,Normal,75
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos013_x264__6.npy,Normal,75
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos013_x264__7.npy,Normal,75
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos013_x264__8.npy,Normal,75
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos013_x264__9.npy,Normal,75
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos016_x264__0.npy,Normal,226
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos016_x264__1.npy,Normal,226
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos016_x264__2.npy,Normal,226
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos016_x264__3.npy,Normal,226
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos016_x264__4.npy,Normal,226
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos016_x264__5.npy,Normal,226
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos016_x264__6.npy,Normal,226
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos016_x264__7.npy,Normal,226
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos016_x264__8.npy,Normal,226
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos016_x264__9.npy,Normal,226
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos017_x264__0.npy,Normal,53
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos017_x264__1.npy,Normal,53
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos017_x264__2.npy,Normal,53
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos017_x264__3.npy,Normal,53
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos017_x264__4.npy,Normal,53
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos017_x264__5.npy,Normal,53
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos017_x264__6.npy,Normal,53
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos017_x264__7.npy,Normal,53
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos017_x264__8.npy,Normal,53
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos017_x264__9.npy,Normal,53
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos020_x264__0.npy,Normal,30
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos020_x264__1.npy,Normal,30
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos020_x264__2.npy,Normal,30
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos020_x264__3.npy,Normal,30
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos020_x264__4.npy,Normal,30
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos020_x264__5.npy,Normal,30
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos020_x264__6.npy,Normal,30
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos020_x264__7.npy,Normal,30
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos020_x264__8.npy,Normal,30
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos020_x264__9.npy,Normal,30
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos021_x264__0.npy,Normal,122
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos021_x264__1.npy,Normal,122
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos021_x264__2.npy,Normal,122
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos021_x264__3.npy,Normal,122
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos021_x264__4.npy,Normal,122
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos021_x264__5.npy,Normal,122
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos021_x264__6.npy,Normal,122
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos021_x264__7.npy,Normal,122
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos021_x264__8.npy,Normal,122
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos021_x264__9.npy,Normal,122
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos022_x264__0.npy,Normal,24
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos022_x264__1.npy,Normal,24
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos022_x264__2.npy,Normal,24
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos022_x264__3.npy,Normal,24
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos022_x264__4.npy,Normal,24
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos022_x264__5.npy,Normal,24
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos022_x264__6.npy,Normal,24
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos022_x264__7.npy,Normal,24
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos022_x264__8.npy,Normal,24
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos022_x264__9.npy,Normal,24
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos023_x264__0.npy,Normal,110
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos023_x264__1.npy,Normal,110
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos023_x264__2.npy,Normal,110
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos023_x264__3.npy,Normal,110
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos023_x264__4.npy,Normal,110
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos023_x264__5.npy,Normal,110
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos023_x264__6.npy,Normal,110
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos023_x264__7.npy,Normal,110
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos023_x264__8.npy,Normal,110
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos023_x264__9.npy,Normal,110
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos026_x264__0.npy,Normal,170
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos026_x264__1.npy,Normal,170
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos026_x264__2.npy,Normal,170
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos026_x264__3.npy,Normal,170
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos026_x264__4.npy,Normal,170
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos026_x264__5.npy,Normal,170
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos026_x264__6.npy,Normal,170
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos026_x264__7.npy,Normal,170
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos026_x264__8.npy,Normal,170
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos026_x264__9.npy,Normal,170
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos028_x264__0.npy,Normal,601
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos028_x264__1.npy,Normal,601
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos028_x264__2.npy,Normal,601
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos028_x264__3.npy,Normal,601
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos028_x264__4.npy,Normal,601
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos028_x264__5.npy,Normal,601
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos028_x264__6.npy,Normal,601
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos028_x264__7.npy,Normal,601
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos028_x264__8.npy,Normal,601
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos028_x264__9.npy,Normal,601
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos029_x264__0.npy,Normal,54
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos029_x264__1.npy,Normal,54
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos029_x264__2.npy,Normal,54
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos029_x264__3.npy,Normal,54
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos029_x264__4.npy,Normal,54
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos029_x264__5.npy,Normal,54
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos029_x264__6.npy,Normal,54
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos029_x264__7.npy,Normal,54
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos029_x264__8.npy,Normal,54
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos029_x264__9.npy,Normal,54
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos030_x264__0.npy,Normal,276
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos030_x264__1.npy,Normal,276
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos030_x264__2.npy,Normal,276
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos030_x264__3.npy,Normal,276
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos030_x264__4.npy,Normal,276
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos030_x264__5.npy,Normal,276
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos030_x264__6.npy,Normal,276
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos030_x264__7.npy,Normal,276
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos030_x264__8.npy,Normal,276
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos030_x264__9.npy,Normal,276
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos031_x264__0.npy,Normal,208
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos031_x264__1.npy,Normal,208
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos031_x264__2.npy,Normal,208
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos031_x264__3.npy,Normal,208
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos031_x264__4.npy,Normal,208
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos031_x264__5.npy,Normal,208
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos031_x264__6.npy,Normal,208
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos031_x264__7.npy,Normal,208
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos031_x264__8.npy,Normal,208
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos031_x264__9.npy,Normal,208
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos032_x264__0.npy,Normal,52
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos032_x264__1.npy,Normal,52
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos032_x264__2.npy,Normal,52
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos032_x264__3.npy,Normal,52
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos032_x264__4.npy,Normal,52
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos032_x264__5.npy,Normal,52
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos032_x264__6.npy,Normal,52
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos032_x264__7.npy,Normal,52
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos032_x264__8.npy,Normal,52
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos032_x264__9.npy,Normal,52
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos035_x264__0.npy,Normal,1151
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos035_x264__1.npy,Normal,1151
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos035_x264__2.npy,Normal,1151
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos035_x264__3.npy,Normal,1151
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos035_x264__4.npy,Normal,1151
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos035_x264__5.npy,Normal,1151
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos035_x264__6.npy,Normal,1151
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos035_x264__7.npy,Normal,1151
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos035_x264__8.npy,Normal,1151
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos035_x264__9.npy,Normal,1151
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos036_x264__0.npy,Normal,82
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos036_x264__1.npy,Normal,82
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos036_x264__2.npy,Normal,82
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos036_x264__3.npy,Normal,82
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos036_x264__4.npy,Normal,82
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos036_x264__5.npy,Normal,82
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos036_x264__6.npy,Normal,82
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos036_x264__7.npy,Normal,82
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos036_x264__8.npy,Normal,82
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos036_x264__9.npy,Normal,82
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos037_x264__0.npy,Normal,28
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos037_x264__1.npy,Normal,28
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos037_x264__2.npy,Normal,28
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos037_x264__3.npy,Normal,28
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos037_x264__4.npy,Normal,28
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos037_x264__5.npy,Normal,28
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos037_x264__6.npy,Normal,28
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos037_x264__7.npy,Normal,28
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos037_x264__8.npy,Normal,28
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos037_x264__9.npy,Normal,28
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos038_x264__0.npy,Normal,185
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos038_x264__1.npy,Normal,185
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos038_x264__2.npy,Normal,185
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos038_x264__3.npy,Normal,185
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos038_x264__4.npy,Normal,185
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos038_x264__5.npy,Normal,185
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos038_x264__6.npy,Normal,185
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos038_x264__7.npy,Normal,185
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos038_x264__8.npy,Normal,185
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos038_x264__9.npy,Normal,185
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos039_x264__0.npy,Normal,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos039_x264__1.npy,Normal,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos039_x264__2.npy,Normal,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos039_x264__3.npy,Normal,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos039_x264__4.npy,Normal,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos039_x264__5.npy,Normal,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos039_x264__6.npy,Normal,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos039_x264__7.npy,Normal,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos039_x264__8.npy,Normal,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos039_x264__9.npy,Normal,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos040_x264__0.npy,Normal,59
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos040_x264__1.npy,Normal,59
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos040_x264__2.npy,Normal,59
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos040_x264__3.npy,Normal,59
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos040_x264__4.npy,Normal,59
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos040_x264__5.npy,Normal,59
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos040_x264__6.npy,Normal,59
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos040_x264__7.npy,Normal,59
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Training_Normal_Videos_Anomaly/Normal_Videos040_x264__8.npy,Normal,59
